LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,CLASSTYPE,LONG_COMMON_NAME
82728-7,Natural killer cell cytotoxicity.50:1 effector to target cell ratio/Positive control,Relative Arbitrary Concentration,Point in time (spot),Blood mononuclear cells,Qn,"",Hematology and Cell counts,1,Natural killer cell cytotoxicity.50:1 effector to target cell ratio/Positive control in Blood mononuclear cells
82729-5,Natural killer cell cytotoxicity.100:1 effector to target cell ratio/Positive control,Relative Arbitrary Concentration,Point in time (spot),Blood mononuclear cells,Qn,"",Hematology and Cell counts,1,Natural killer cell cytotoxicity.100:1 effector to target cell ratio/Positive control in Blood mononuclear cells
82730-3,GlycA,Substance Concentration,Point in time (spot),Serum or Plasma,Qn,"",Chemistry - non-challenge,1,GlycA [Moles/volume] in Serum or Plasma
82731-1,Zika virus IgM,Presence or Threshold,Point in time (spot),Serum,Ord,IF,Microbiology,1,Zika virus IgM Ab [Presence] in Serum by Immunofluorescence
82732-9,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor 1+2 IgG,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,IF,Serology - non-micro,1,AMPAR1+AMPAR2 IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence
82733-7,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor 1+2 IgG,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,IF,Serology - non-micro,1,AMPAR1+AMPAR2 IgG Ab [Presence] in Serum or Plasma by Immunofluorescence
82734-5,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor 1 IgG,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,IF,Serology - non-micro,1,AMPAR1 IgG Ab [Presence] in Serum or Plasma by Immunofluorescence
8273-5,Cefepime,Titer,Point in time (spot),Isolate and Serum,Qn,SBT,Antibiotic susceptibilities,1,Cefepime [Susceptibility] by Serum bactericidal titer
82735-2,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor 1 IgG,Presence or Threshold,Point in time (spot),Cerebral spinal fluid,Ord,IF,Serology - non-micro,1,AMPAR1 IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence
82736-0,Calcium-calmodulin-dependent protein kinase II activity actual/Normal,Relative catalytic concentration,Point in time (spot),Serum,Qn,"",Chemistry - non-challenge,1,Calcium-calmodulin-dependent protein kinase II activity actual/normal in Serum
82737-8,Beta tubulin IgG,Titer,Point in time (spot),Serum,Qn,IA,Serology - non-micro,1,Beta tubulin IgG Ab [Titer] in Serum by Immunoassay
82738-6,Dopamine receptor D2 long IgG,Titer,Point in time (spot),Serum,Qn,IA,Serology - non-micro,1,Dopamine receptor D2 IgG Ab [Titer] in Serum by Immunoassay
82739-4,Dopamine receptor D1 IgG,Titer,Point in time (spot),Serum,Qn,IA,Serology - non-micro,1,Dopamine receptor D1 IgG Ab [Titer] in Serum by Immunoassay
82740-2,Lysoganglioside GM1 IgG,Titer,Point in time (spot),Serum,Qn,IA,Serology - non-micro,1,Lysoganglioside GM1 IgG Ab [Titer] in Serum by Immunoassay
82741-0,Pediatric autoimmune neuropsychiatric disorder associated with streptococcus (PANDAS) panel,-,Point in time (spot),Serum,-,"",Serology Panels,1,Pediatric autoimmune neuropsychiatric disorder associated with streptococcus (PANDAS) panel - Serum
82742-8,WO+W contrast and W contrast,Finding,Point in time (spot),Head and Orbit - bilateral,Doc,CT,Radiology,2,CT Head WO and W contrast IV and CT Orbit - bilateral W contrast IV
8274-3,Cefpirome,Susceptibility (microorganisms),Point in time (spot),Isolate,Qn,MLC,Antibiotic susceptibilities,1,Cefpirome [Susceptibility] by Minimum lethal concentration (MLC)
82743-6,CD8+CD45RA+ cells,Number Concentration,Point in time (spot),Blood,Qn,"",Cell markers,1,CD8+CD45RA+ cells [#/volume] in Blood
82744-4,Cells.CD8+CD45RA+/100 cells.CD8,Number Fraction,Point in time (spot),Blood,Qn,"",Cell markers,1,CD8+CD45RA+ cells/100 CD8 cells in Blood
82745-1,Doses of vaccine given^pre symptom onset,Number (count),Point in time (spot),^Patient,Qn,"",Vaccination records,2,Doses of vaccine given [#] --pre symptom onset
82746-9,Varicella zoster virus strain,Type,Point in time (spot),Isolate,Nom,"",Microbiology,1,Varicella zoster virus strain [Type] in Isolate
82747-7,Babesia microti IgG,Presence or Threshold,Point in time (spot),Serum,Ord,IB,Microbiology,1,Babesia microti IgG Ab [Presence] in Serum by Immunoblot
82748-5,Erythrocytes.Babesia sp infected/100 erythrocytes,Number Fraction,Point in time (spot),Blood,Qn,"",Microbiology,1,Erythrocytes.Babesia sp infected/100 erythrocytes in Blood
82749-3,Date diagnosis confirmed,Date,Point in time (spot),^Mother,Qn,"",History,2,Date diagnosis confirmed from Mother
8275-0,Cefpirome,Susceptibility (microorganisms),Point in time (spot),Isolate,OrdQn,MIC,Antibiotic susceptibilities,1,Cefpirome [Susceptibility] by Minimum inhibitory concentration (MIC)
82750-1,Diagnosis confirmed before or after delivery,Finding,Point in time (spot),^Mother,Ord,"",History,2,Mother's Diagnosis confirmed before or after delivery
82751-9,Babesiosis during pregnancy,Finding,Point in time (spot),^Mother,Ord,"",History,2,Maternal Babesiosis during pregnancy Qualitative
82752-7,Date travel started,Date,Point in time (spot),^Patient,Qn,"",History,2,Date travel started
82753-5,County of travel,Location,Point in time (spot),^Patient,Nom,"",History,2,County of travel [Location]
82754-3,State of travel,Location,Point in time (spot),^Patient,Nom,"",History,2,State of travel
82755-0,Geographic location where tick bite occurred,Location,Point in time (spot),^Patient,Nom,"",History,2,Geographic location where tick bite occurred
82756-8,Date of blood donation,Date,Point in time (spot),^Patient,Qn,"",History,2,Date of blood donation
82757-6,Immunodeficiency,Type,Point in time (spot),^Patient,Nom,"",History,2,Immunodeficiency
82758-4,Date of previous diagnosis,Date,Point in time (spot),^Patient,Qn,"",History,2,Date of previous diagnosis
82759-2,Reason for splenectomy,Finding,Point in time (spot),^Patient,Nom,"",History,2,Reason for splenectomy
827-6,Am Ag,Presence or Threshold,Point in time (spot),RBC^BPU,Ord,"",Blood bank,1,Am Ag [Presence] on Red Blood Cells from Blood product unit
82760-0,Date of splenectomy,Date,Point in time (spot),^Patient,Qn,"",History,2,Date of splenectomy
82761-8,Identified based on transfusion investigation post blood product donation,Finding,Point in time (spot),^Patient,Ord,"",Clinical,2,Identified based on transfusion investigation post blood product donation
82762-6,Outdoor activity^8 weeks pre symptom onset or diagnosis,Presence or Threshold,Point in time (spot),^Patient,Ord,"",History,2,Outdoor activity --8 weeks pre symptom onset or diagnosis
82763-4,Outdoor activity,Type,Point in time (spot),^Patient,Nom,"",History,2,Outdoor activity
82764-2,Country of travel outside the U.S.,Location,2 years,^Patient,Nom,"",History,2,Country of travel outside the U.S. [Location] 2 years
82765-9,Date prescription dispensed,Date,Point in time (spot),Medication,Qn,"",Medications,2,Date prescription dispensed Medication
82766-7,Days' supply dispensed,Number (count),Point in time (spot),Medication,Qn,"",Medications,2,Days' supply dispensed [#] Medication
82767-5,Amount dispensed,Number (count),Point in time (spot),Medication,Qn,"",Medications,2,Amount dispensed [#] Medication
8276-8,Cefpirome,Susceptibility (microorganisms),Point in time (spot),Isolate,OrdQn,Agar diffusion,Antibiotic susceptibilities,1,Cefpirome [Susceptibility] by Disk diffusion (KB)
82768-3,Lab order priority,Type,Point in time (spot),^Patient,Ord,"",Laboratory orders,1,Lab order priority [Type]
82769-1,Smoked or non-smoked tobacco,Type,Point in time (spot),^Patient,Nom,"",History,2,Smoked or non-smoked tobacco
82770-9,Patient reported outcome Computer Adaptive Testing used,Presence or Threshold,Point in time (spot),^Patient,Ord,"",Clinical trials,2,Patient reported outcome Computer Adaptive Testing used
82771-7,Lab test location performed,Type,Point in time (spot),^Patient,Nom,"",Laboratory orders,1,Lab test location performed [Type]
82772-5,Lab result date reported,Date,Point in time (spot),^Patient,Qn,"",Laboratory orders,1,Lab result date reported
82773-3,Lab result time reported,Time Stamp (Date and Time),Point in time (spot),^Patient,Qn,"",Laboratory orders,1,Lab result time reported
82774-1,Quantity prescribed,Number (count),Point in time (spot),Medication,Qn,"",Medications,2,Quantity prescribed [#] Medication
82775-8,Refills prescribed,Number (count),Point in time (spot),Medication,Qn,"",Medications,2,Refills prescribed [#] Medication
8277-6,Body surface,Area,Point in time (spot),^Patient,Qn,"",General body surface area,2,Body surface area
82776-6,Days' supply prescribed,Number (count),Point in time (spot),Medication,Qn,"",Medications,2,Days' supply prescribed [#] Medication
82777-4,Frequency prescribed,Number Rate,Point in time (spot),Medication,Qn,"",Medications,2,Frequency prescribed Medication
82778-2,Trial enrollment date,Date,Point in time (spot),^Patient,Qn,"",Clinical trials,2,Trial enrollment date
82779-0,Trial participation end date,Date,Point in time (spot),^Patient,Qn,"",Clinical trials,2,Trial participation end date
82780-8,Borrelia miyamotoi flaB gene,Presence or Threshold,Point in time (spot),^Tick,Ord,Probe.amp.tar,Microbiology,1,Borrelia miyamotoi flaB gene [Presence] in Tick by NAA with probe detection
82781-6,Borrelia miyamotoi flaB gene,Presence or Threshold,Point in time (spot),XXX,Ord,Probe.amp.tar,Microbiology,1,Borrelia miyamotoi flaB gene [Presence] in Specimen by NAA with probe detection
82782-4,Patient reported outcome item identifier,Identifier,Point in time (spot),^Patient,Nom,"",Clinical trials,2,Patient reported outcome item identifier
82783-2,Patient reported outcome response,Finding,Point in time (spot),^Patient,Nom,"",Clinical trials,2,Patient reported outcome response
8278-4,Formula used to compute body surface area,Type,Point in time (spot),Formula,Nom,*,General body surface area,2,Formula used to compute body surface area
82784-0,Patient reported outcome response method,Type,Point in time (spot),^Patient,Nom,"",Clinical trials,2,Patient reported outcome response method
82785-7,Lab order date,Date,Point in time (spot),^Patient,Qn,"",Laboratory orders,1,Lab order date
82786-5,Identifier,Finding,Point in time (spot),^Clinical trial protocol,Nom,"",Clinical trials,2,Identifier Clinical trial protocol
82787-3,Participant identifier,Identifier,Point in time (spot),^Patient,Nom,"",Clinical trials,2,Participant identifier
82788-1,Study site identifier,Identifier,Point in time (spot),^Clinical trial protocol,Nom,"",Clinical trials,2,Study site identifier Clinical trial protocol
82789-9,Trial early withdrawal date,Date,Point in time (spot),^Patient,Qn,"",Clinical trials,2,Trial early withdrawal date
82790-7,Trial invitation code,Identifier,Point in time (spot),^Patient,Nom,"",Clinical trials,2,Trial invitation code
82791-5,Cause of death sequence,Type,Point in time (spot),^Patient,Ord,"",Clinical,2,Cause of death sequence
8279-2,Circumference at nipple line,Length,Point in time (spot),Chest,Qn,"",Specific body circumference,2,Chest Circumference at nipple line
82792-3,Clot density,Optical density,Point in time (spot),Platelet poor plasma,Qn,Coag,Coagulation,1,Clot density in Platelet poor plasma
82793-1,Clot size^30M post incubation,Length,Point in time (spot),Platelet poor plasma,Qn,Coag,Coagulation,1,Clot size [Length] in Platelet poor plasma --30 minutes post incubation
82794-9,Spontaneous clot formation,Time (e.g. seconds),Point in time (spot),Platelet poor plasma,Qn,Coag,Coagulation,1,Spontaneous clot formation [Time] in Platelet poor plasma
82795-6,Clot growth,Velocity (distance/time),Stdy^mean,Platelet poor plasma,Qn,Coag,Coagulation,1,Clot growth mean [Velocity] Platelet poor plasma
82796-4,Stationary clot growth,Velocity (distance/time),Stdy^mean,Platelet poor plasma,Qn,Coag,Coagulation,1,Stationary clot growth mean [Velocity] Platelet poor plasma
82797-2,Initial clot growth,Velocity (distance/time),Point in time (spot),Platelet poor plasma,Qn,Coag,Coagulation,1,Initial clot growth [Velocity] in Platelet poor plasma
82798-0,Clot formation lag time,Time (e.g. seconds),Point in time (spot),Platelet poor plasma,Qn,Coag,Coagulation,1,Clot formation lag time in Platelet poor plasma
82799-8,Spatial clot growth analysis panel,-,Point in time (spot),Platelet poor plasma,-,Coag,Coagulation Panels,1,Spatial clot growth analysis panel - Platelet poor plasma
82-8,Cefixime,Titer,Point in time (spot),Isolate and Serum,Qn,SBT,Antibiotic susceptibilities,1,Cefixime [Susceptibility] by Serum bactericidal titer
8280-0,Circumference at umbilicus,Length,Point in time (spot),Abdomen mid,Qn,Tape measure,Specific body circumference,2,Waist Circumference at umbilicus by Tape measure
82800-4,Multisection^W radionuclide IV+W contrast IV,Finding,Point in time (spot),Heart,Doc,PT+CT,Radiology,2,PET+CT Heart W contrast IV
82801-2,Multisection^W radionuclide IV+WO contrast,Finding,Point in time (spot),Heart,Doc,PT+CT,Radiology,2,PET+CT Heart WO contrast
82802-0,WO+W contrast and W contrast,Finding,Point in time (spot),Head and Sinuses,Doc,CT,Radiology,2,CT Head WO and W contrast IV and CT Sinuses W contrast IV
82803-8,WO+W contrast and W contrast,Finding,Point in time (spot),Head and Temporal bone,Doc,CT,Radiology,2,CT Head WO and W contrast IV and CT Temporal bone W contrast IV
82804-6,WO+W contrast and W contrast,Finding,Point in time (spot),Head and Neck,Doc,CT,Radiology,2,CT Head WO and W contrast IV and CT Neck W contrast IV
82805-3,Guidance for localization of tumor^W 18F-FDG IV+WO Contrast,Finding,Point in time (spot),Whole body,Doc,PT+CT,Radiology,2,PET+CT Guidance for localization of tumor of Whole body-- W 18F-FDG IV and WO contrast
82806-1,Guidance for localization of tumor^W 18F-FDG IV+W contrast IV,Finding,Point in time (spot),Whole body,Doc,PT+CT,Radiology,2,PET+CT Guidance for localization of tumor of Whole body-- W 18F-FDG IV and W contrast IV
82807-9,Guidance for localization of tumor^W 18F-FDG IV+WO Contrast,Finding,Point in time (spot),Skull vertex to mid-thigh,Doc,PT+CT,Radiology,2,PET+CT Guidance for localization of tumor of Skull vertex to mid-thigh-- W 18F-FDG IV and WO contrast
82808-7,Guidance for localization of tumor^W 18F-FDG IV+WO Contrast,Finding,Point in time (spot),Skull base to mid-thigh,Doc,PT+CT,Radiology,2,PET+CT Guidance for localization of tumor of Skull base to mid-thigh-- W 18F-FDG IV and WO contrast
82809-5,Guidance for localization of tumor^W 18F-FDG IV+W contrast IV,Finding,Point in time (spot),Skull base to mid-thigh,Doc,PT+CT,Radiology,2,PET+CT Guidance for localization of tumor of Skull base to mid-thigh-- W 18F-FDG IV and W contrast IV
82810-3,Pregnancy status,Finding,Point in time (spot),^Patient,Nom,"",History,2,Pregnancy status
82811-1,Nurse summary note - recommended sections,-,Point in time (spot),{Setting},-,"",Document panels,2,Nurse summary note - recommended sections
82812-9,Sodium,Mass Concentration,Point in time (spot),Red Blood Cells,Qn,"",Chemistry - non-challenge,1,Sodium [Mass/volume] in Red Blood Cells
82813-7,Adverse Childhood Experiences,-,Point in time (spot),^Patient,-,ACE,Mental Health Survey panel,4,Adverse Childhood Experiences [ACE]
82814-5,Emotional abuse^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Emotional abuse--before 18 years old [ACE]
82815-2,Physical abuse^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Physical abuse--before 18 years old [ACE]
82816-0,Sexual abuse^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Sexual abuse--before 18 years old [ACE]
82817-8,Emotional neglect^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Emotional neglect--before 18 years old [ACE]
8281-8,Circumference at umbilicus,Length,Point in time (spot),Abdomen mid,Qn,US,Specific body circumference,2,Waist Circumference at umbilicus by US
82818-6,Physical neglect^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Physical neglect--before 18 years old [ACE]
82819-4,Parental separation or divorce^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Parental separation or divorce--before 18 years old [ACE]
82820-2,Domestic violence^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Domestic violence--before 18 years old [ACE]
82821-0,Household substance abuse^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Household substance abuse--before 18 years old [ACE]
82822-8,Mental illness in household^pre 18Yo,Finding,Point in time (spot),^Patient,Ord,ACE,Mental Health Survey,4,Mental illness in household--before 18 years old [ACE]
